"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"24120","Theft from Vehicle",2013,4,"700"," W 14TH AVE","Fairview","700  W 14TH AVE, Vancouver, BC",49.2585807,-123.1200627
"24121","Theft from Vehicle",2013,6,"700"," W 14TH AVE","Fairview","700  W 14TH AVE, Vancouver, BC",49.2585807,-123.1200627
"24122","Break and Enter Residential/Other",2013,6,"700"," W 14TH AVE","Fairview","700  W 14TH AVE, Vancouver, BC",49.2585807,-123.1200627
"24123","Theft from Vehicle",2013,2,"700"," W 15TH AVE","Fairview","700  W 15TH AVE, Vancouver, BC",49.2576752,-123.1201035
"24124","Other Theft",2013,1,"700"," W 15TH AVE","Fairview","700  W 15TH AVE, Vancouver, BC",49.2576752,-123.1201035
"24125","Mischief",2013,2,"700"," W 16TH AVE","South Cambie","700  W 16TH AVE, Vancouver, BC",49.2569509,-123.1201303
"24126","Theft from Vehicle",2013,2,"700"," W 16TH AVE","Fairview","700  W 16TH AVE, Vancouver, BC",49.2569509,-123.1201303
"24127","Other Theft",2013,1,"700"," W 16TH AVE","Fairview","700  W 16TH AVE, Vancouver, BC",49.2569509,-123.1201303
"24128","Other Theft",2013,1,"700"," W 16TH AVE","Fairview","700  W 16TH AVE, Vancouver, BC",49.2569509,-123.1201303
"24129","Mischief",2013,10,"700"," W 17TH AVE","South Cambie","700  W 17TH AVE, Vancouver, BC",49.2560695,-123.1201466
"24130","Other Theft",2013,8,"700"," W 17TH AVE","South Cambie","700  W 17TH AVE, Vancouver, BC",49.2560695,-123.1201466
"24131","Break and Enter Residential/Other",2013,4,"700"," W 17TH AVE","South Cambie","700  W 17TH AVE, Vancouver, BC",49.2560695,-123.1201466
"24132","Break and Enter Residential/Other",2013,2,"700"," W 17TH AVE","South Cambie","700  W 17TH AVE, Vancouver, BC",49.2560695,-123.1201466
"24133","Theft from Vehicle",2013,6,"700"," W 19TH AVE","South Cambie","700  W 19TH AVE, Vancouver, BC",49.2542547,-123.1201927
"24134","Other Theft",2013,9,"700"," W 19TH AVE","South Cambie","700  W 19TH AVE, Vancouver, BC",49.2542547,-123.1201927
"24135","Theft of Vehicle",2013,6,"700"," W 22ND AVE","South Cambie","700  W 22ND AVE, Vancouver, BC",49.2515605,-123.1204072
"24136","Theft from Vehicle",2013,10,"700"," W 22ND AVE","South Cambie","700  W 22ND AVE, Vancouver, BC",49.2515605,-123.1204072
"24137","Theft from Vehicle",2013,9,"700"," W 22ND AVE","South Cambie","700  W 22ND AVE, Vancouver, BC",49.2515605,-123.1204072
"24138","Break and Enter Residential/Other",2013,12,"700"," W 24TH AVE","South Cambie","700  W 24TH AVE, Vancouver, BC",49.2500473,-123.1203578
"24139","Mischief",2013,12,"700"," W 41ST AVE","South Cambie","700  W 41ST AVE, Vancouver, BC",49.2335539,-123.1194031
"24140","Theft of Vehicle",2013,2,"700"," W 41ST AVE","Oakridge","700  W 41ST AVE, Vancouver, BC",49.2335539,-123.1194031
"24141","Theft of Vehicle",2013,12,"700"," W 41ST AVE","South Cambie","700  W 41ST AVE, Vancouver, BC",49.2335539,-123.1194031
"24142","Mischief",2013,1,"700"," W 42ND AVE","Oakridge","700  W 42ND AVE, Vancouver, BC",49.2327495,-123.1226287
"24143","Break and Enter Residential/Other",2013,7,"700"," W 46TH AVE","Oakridge","700  W 46TH AVE, Vancouver, BC",49.2290496,-123.1216999
"24144","Break and Enter Residential/Other",2013,7,"700"," W 46TH AVE","Oakridge","700  W 46TH AVE, Vancouver, BC",49.2290496,-123.1216999
"24145","Other Theft",2013,7,"700"," W 48TH AVE","Oakridge","700  W 48TH AVE, Vancouver, BC",49.227229,-123.1217606
"24146","Other Theft",2013,7,"700"," W 49TH AVE","Oakridge","700  W 49TH AVE, Vancouver, BC",49.2261996,-123.1209097
"24147","Theft from Vehicle",2013,4,"700"," W 50TH AVE","Oakridge","700  W 50TH AVE, Vancouver, BC",49.225344,-123.1209
"24148","Theft of Vehicle",2013,5,"700"," W 54TH AVE","Oakridge","700  W 54TH AVE, Vancouver, BC",49.2216459,-123.1211172
"24149","Other Theft",2013,7,"700"," W 54TH AVE","Oakridge","700  W 54TH AVE, Vancouver, BC",49.2216459,-123.1211172
"24150","Mischief",2013,5,"700"," W 57TH AVE","Marpole","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24151","Theft from Vehicle",2013,4,"700"," W 57TH AVE","Marpole","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24152","Theft from Vehicle",2013,2,"700"," W 57TH AVE","Marpole","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24153","Other Theft",2013,4,"700"," W 57TH AVE","Marpole","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24154","Other Theft",2013,12,"700"," W 57TH AVE","Marpole","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24155","Break and Enter Residential/Other",2013,4,"700"," W 57TH AVE","Oakridge","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24156","Break and Enter Residential/Other",2013,2,"700"," W 57TH AVE","Oakridge","700  W 57TH AVE, Vancouver, BC",49.2190663,-123.1204067
"24157","Mischief",2013,10,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24158","Theft from Vehicle",2013,4,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24159","Theft from Vehicle",2013,8,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24160","Other Theft",2013,12,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24161","Break and Enter Residential/Other",2013,10,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24162","Break and Enter Residential/Other",2013,6,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24163","Break and Enter Residential/Other",2013,4,"700"," W 60TH AVE","Marpole","700  W 60TH AVE, Vancouver, BC",49.2159628,-123.1203053
"24164","Theft from Vehicle",2013,2,"700"," W 62ND AVE","Marpole","700  W 62ND AVE, Vancouver, BC",49.2139348,-123.1203616
"24165","Theft from Vehicle",2013,5,"700"," W 62ND AVE","Marpole","700  W 62ND AVE, Vancouver, BC",49.2139348,-123.1203616
"24166","Other Theft",2013,2,"700"," W 62ND AVE","Marpole","700  W 62ND AVE, Vancouver, BC",49.2139348,-123.1203616
"24167","Break and Enter Residential/Other",2013,2,"700"," W 62ND AVE","Marpole","700  W 62ND AVE, Vancouver, BC",49.2139348,-123.1203616
"24168","Mischief",2013,8,"700"," W 63RD AVE","Marpole","700  W 63RD AVE, Vancouver, BC",49.2132656,-123.1203864
"24169","Theft from Vehicle",2013,3,"700"," W 63RD AVE","Marpole","700  W 63RD AVE, Vancouver, BC",49.2132656,-123.1203864
"24170","Break and Enter Residential/Other",2013,3,"700"," W 63RD AVE","Marpole","700  W 63RD AVE, Vancouver, BC",49.2132656,-123.1203864
"24171","Theft from Vehicle",2013,1,"700"," W 64TH AVE","Marpole","700  W 64TH AVE, Vancouver, BC",49.2123352,-123.1205714
"24172","Break and Enter Residential/Other",2013,9,"700"," W 64TH AVE","Marpole","700  W 64TH AVE, Vancouver, BC",49.2123352,-123.1205714
"24173","Theft from Vehicle",2013,5,"700"," W 68TH AVE","Marpole","700  W 68TH AVE, Vancouver, BC",49.2097462,-123.1119476
"24174","Mischief",2013,9,"700"," W 69TH AVE","Marpole","700  W 69TH AVE, Vancouver, BC",49.2092982,-123.1203632
"24175","Mischief",2013,9,"700"," W 69TH AVE","Marpole","700  W 69TH AVE, Vancouver, BC",49.2092982,-123.1203632
"24176","Mischief",2013,12,"700"," W 69TH AVE","Marpole","700  W 69TH AVE, Vancouver, BC",49.2092982,-123.1203632
"24177","Break and Enter Residential/Other",2013,11,"700"," W 69TH AVE","Marpole","700  W 69TH AVE, Vancouver, BC",49.2092982,-123.1203632
"24178","Break and Enter Residential/Other",2013,12,"700"," W 69TH AVE","Marpole","700  W 69TH AVE, Vancouver, BC",49.2092982,-123.1203632
"24179","Mischief",2013,3,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24180","Break and Enter Commercial",2013,7,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24181","Theft from Vehicle",2013,8,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24182","Other Theft",2013,8,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24183","Other Theft",2013,2,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24184","Other Theft",2013,7,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24185","Other Theft",2013,7,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24186","Other Theft",2013,8,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24187","Other Theft",2013,8,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24188","Other Theft",2013,9,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24189","Other Theft",2013,9,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24190","Other Theft",2013,11,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24191","Other Theft",2013,12,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24192","Other Theft",2013,12,"700"," W 6TH AVE","Fairview","700  W 6TH AVE, Vancouver, BC",49.2656268,-123.1201352
"24193","Theft of Vehicle",2013,6,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24194","Theft from Vehicle",2013,6,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24195","Theft from Vehicle",2013,3,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24196","Other Theft",2013,11,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24197","Other Theft",2013,5,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24198","Break and Enter Residential/Other",2013,4,"700"," W 70TH AVE","Marpole","700  W 70TH AVE, Vancouver, BC",49.2082516,-123.1217012
"24199","Theft from Vehicle",2013,8,"700"," W 7TH AVE","Fairview","700  W 7TH AVE, Vancouver, BC",49.2650274,-123.1198119
"24200","Theft from Vehicle",2013,10,"700"," W 7TH AVE","Fairview","700  W 7TH AVE, Vancouver, BC",49.2650274,-123.1198119
"24201","Theft from Vehicle",2013,12,"700"," W 7TH AVE","Fairview","700  W 7TH AVE, Vancouver, BC",49.2650274,-123.1198119
"24202","Other Theft",2013,10,"700"," W 7TH AVE","Fairview","700  W 7TH AVE, Vancouver, BC",49.2650274,-123.1198119
"24203","Break and Enter Residential/Other",2013,8,"700"," W 7TH AVE","Fairview","700  W 7TH AVE, Vancouver, BC",49.2650274,-123.1198119
"24204","Theft from Vehicle",2013,11,"700"," W 8TH AVE","Fairview","700  W 8TH AVE, Vancouver, BC",49.2641802,-123.1198273
"24205","Theft from Vehicle",2013,11,"700"," W 8TH AVE","Fairview","700  W 8TH AVE, Vancouver, BC",49.2641802,-123.1198273
"24206","Theft from Vehicle",2013,8,"700"," W 8TH AVE","Fairview","700  W 8TH AVE, Vancouver, BC",49.2641802,-123.1198273
"24207","Other Theft",2013,11,"700"," W 8TH AVE","Fairview","700  W 8TH AVE, Vancouver, BC",49.2641802,-123.1198273
"24208","Mischief",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24209","Mischief",2013,2,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24210","Break and Enter Commercial",2013,9,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24211","Other Theft",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24212","Other Theft",2013,12,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24213","Other Theft",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24214","Other Theft",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24215","Other Theft",2013,8,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24216","Other Theft",2013,6,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24217","Other Theft",2013,6,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24218","Other Theft",2013,8,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24219","Other Theft",2013,5,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24220","Other Theft",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24221","Other Theft",2013,9,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24222","Other Theft",2013,4,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24223","Theft from Vehicle",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24224","Theft from Vehicle",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24225","Theft from Vehicle",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24226","Theft from Vehicle",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24227","Theft from Vehicle",2013,1,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24228","Theft from Vehicle",2013,3,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24229","Theft from Vehicle",2013,8,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24230","Theft from Vehicle",2013,9,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24231","Theft from Vehicle",2013,9,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24232","Theft from Vehicle",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24233","Theft from Vehicle",2013,7,"700"," W BROADWAY AVE","Fairview","700  W BROADWAY AVE, Vancouver, BC",49.2630182,-123.1201315
"24234","Mischief",2013,5,"700"," W CORDOVA ST","Central Business District","700  W CORDOVA ST, Vancouver, BC",49.2859243,-123.1129191
"24235","Theft from Vehicle",2013,5,"700"," W CORDOVA ST","Central Business District","700  W CORDOVA ST, Vancouver, BC",49.2859243,-123.1129191
"24236","Mischief",2013,12,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24237","Mischief",2013,11,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24238","Mischief",2013,11,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24239","Mischief",2013,11,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24240","Mischief",2013,11,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24241","Mischief",2013,10,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24242","Mischief",2013,10,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24243","Mischief",2013,8,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24244","Mischief",2013,6,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24245","Mischief",2013,6,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24246","Mischief",2013,4,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24247","Mischief",2013,4,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24248","Mischief",2013,4,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24249","Mischief",2013,4,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24250","Mischief",2013,4,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24251","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24252","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24253","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24254","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24255","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24256","Mischief",2013,2,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24257","Mischief",2013,1,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24258","Mischief",2013,1,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24259","Mischief",2013,1,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24260","Mischief",2013,10,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24261","Mischief",2013,6,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24262","Mischief",2013,5,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24263","Mischief",2013,5,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
"24264","Mischief",2013,3,"700"," W GEORGIA ST","Central Business District","700  W GEORGIA ST, Vancouver, BC",49.2822436,-123.1195009
